taxon_id	speciesName	order	patch_area	change_patch_area	habitat_intactness_p5	habitat_intactness_p10	habitat_intactness_p50	habitat_intactness_p90	habitat_intactness_p95	change_habitat_intactness_p5	change_habitat_intactness_p10	change_habitat_intactness_p50	change_habitat_intactness_p90	change_habitat_intactness_p95	patch_intactness_p5	patch_intactness_p10	patch_intactness_p50	patch_intactness_p90	patch_intactness_p95	change_patch_intactness_p5	change_patch_intactness_p10	change_patch_intactness_p50	change_patch_intactness_p90	change_patch_intactness_p95	habitat_breadth	range_size	gestation_length	weaning_age	realm	criterionB	rl_cat	threatened_status
21461	Taphozous melanopogon	Chiroptera	0.055469094	-0.019727848	0	0	0.013	0.171	0.279	0	0	-0.002	-0.023	-0.046	0.242	0.267	0.346	0.593	0.656	-0.009	-0.009	0.026	-0.054	-0.041	5	5677558	121.76	60.88	Indomalayan	0	LC	Non-threatened
1915	Apomys musculus	Rodentia	0.112733547	-0.013234304	0.001	0.002	0.032	0.262	0.356	0	0	-0.004	-0.03	-0.042	0.205	0.242	0.346	0.459	0.491	-0.017	-0.009	-0.032	-0.046	-0.057	1	47528	24.423	25.961	Indomalayan	0	LC	Non-threatened
48300296	Akodon polopi	Rodentia	0.010021714	-0.000250543	0	0.001	0.006	0.077	0.11	0	-0.001	-0.001	-0.006	-0.005	0.109	0.134	0.218	0.27	0.282	-0.005	0	-0.002	-0.005	-0.005	1	47896	24.277	22.845	Neotropic	0	LC	Non-threatened
48011421	Otomys helleri	Rodentia	0.013853371	-7.35903E-05	0	0.001	0.012	0.076	0.109	0	0	-0.002	-0.013	-0.02	0.116	0.211	0.374	0.536	0.577	0.004	0	-0.006	-0.004	-0.005	2	108710			Afrotropic	0	LC	Non-threatened
18356	Propithecus coronatus	Primates	0.01426433	-0.013625958	0.008	0.012	0.058	0.138	0.172	-0.002	-0.002	-0.013	-0.035	-0.044	0.193	0.201	0.238	0.271	0.279	-0.108	-0.041	-0.034	-0.024	-0.02	1	45428	148	177.83	Afrotropic	0	CR	Threatened
4658	Chionomys gud	Rodentia	0.017120832	-0.000358551	0.003	0.006	0.033	0.092	0.118	0	-0.001	-0.001	-0.003	-0.004	0.166	0.176	0.236	0.334	0.362	-0.005	-0.006	-0.001	0.001	0.001	1	78092	23.08	23.745	Palearctic	0	LC	Non-threatened
4082	Cebus cesarae	Primates	0.010225139	2.31863E-05	0.001	0.001	0.008	0.051	0.083	0	0	-0.001	-0.008	-0.015	0.201	0.233	0.362	0.511	0.535	-0.008	-0.008	-0.007	-0.01	-0.012	1	43129	158	270.32	Neotropic	0	EN	Threatened
136233	Miniopterus paululus	Chiroptera	0.044866146	-0.009105422	0	0	0.013	0.143	0.215	0	0	-0.002	-0.02	-0.027	0.18	0.202	0.305	0.431	0.453	-0.009	-0.008	-0.021	-0.033	-0.038	4	276868	180	87.094	Indomalayan	0	LC	Non-threatened
41608	Helogale hirtula	Carnivora	0.107669053	-0.026395462	0.003	0.006	0.066	0.264	0.341	0	-0.001	-0.014	-0.034	-0.039	0.228	0.247	0.334	0.509	0.572	-0.001	-0.002	-0.011	-0.023	-0.021	2	910308	57.175	45.071	Afrotropic	0	LC	Non-threatened
12518	Lynx canadensis	Carnivora	0.811284136	-0.001706694	0.011	0.09	0.914	1	1	0.002	-0.001	-0.002	0	0	0.472	0.609	0.986	1	1	0	0	0	0	0	3	8047723	63	152	Nearctic	0	LC	Non-threatened
42616	Myodes californicus	Rodentia	0.05641594	-0.000124814	0	0.002	0.036	0.118	0.199	0	0	0	0	0	0.147	0.17	0.309	0.561	0.622	0.001	0	0	0	0	1	200298	18	16.74	Nearctic	0	LC	Non-threatened
6985	Callistomys pictus	Rodentia	0.019346771	-0.001213771	0.002	0.005	0.041	0.112	0.142	-0.001	-0.002	-0.003	-0.001	0	0.141	0.156	0.213	0.282	0.306	-0.003	0.002	0.001	0.01	0.016	2	27188	92.979	42.849	Neotropic	1	EN	Threatened
271	Acomys nesiotes	Rodentia	0.001526718	0	0	0	0.001	0.012	0.023	0	0	0	-0.001	-0.001	0.104	0.104	0.119	0.135	0.135	-0.008	-0.008	-0.002	0.005	0.005	1	9170	38	14	Palearctic	0	DD	Data deficient
14103	Myopterus whitleyi	Chiroptera	0.296867112	-0.098705355	0.008	0.023	0.167	0.462	0.593	-0.001	-0.005	-0.03	-0.104	-0.122	0.25	0.272	0.38	0.669	0.731	-0.004	-0.003	-0.02	-0.01	0.057	1	1925316	99.124	62.251	Afrotropic	0	LC	Non-threatened
136701	Paramelomys gressitti	Rodentia	0.000602047	0	0.077	0.135	0.237	0.257	0.257	-0.011	-0.021	-0.037	-0.038	-0.037	0.489	0.489	0.489	0.49	0.49	-0.036	-0.036	-0.036	-0.036	-0.036	1	3322	35.533	20	Australasia	1	EN	Threatened
41363	Crocidura turba	Eulipotyphla	0.184522829	-0.051454115	0.001	0.004	0.093	0.349	0.453	0	-0.001	-0.016	-0.056	-0.084	0.241	0.263	0.36	0.582	0.643	-0.005	-0.006	-0.024	-0.077	-0.087	2	4775653	27.969	23.827	Afrotropic	0	LC	Non-threatened
18755	Pteropus rodricensis	Chiroptera																							1		198	149.74		1	EN	Threatened
21332	Taeromys punicans	Rodentia	0	0	0.024	0.049	0.101	0.129	0.132	-0.005	-0.012	-0.021	-0.03	-0.03											2	1658	26.126	26.299	Australasia	0	DD	Data deficient
4219	Cercopithecus hamlyni	Primates	0.348027526	-0.188170434	0.027	0.049	0.214	0.383	0.427	-0.008	-0.012	-0.048	-0.075	-0.083	0.259	0.274	0.337	0.46	0.474	0.004	0.002	-0.017	-0.077	-0.088	2	227278	170.741	313.153	Afrotropic	0	VU	Threatened
10166	Hipposideros wollastoni	Chiroptera	0.65822445	-0.026430404	0.066	0.122	0.393	0.569	0.601	0.013	-0.005	-0.033	-0.011	-0.021	0.302	0.337	0.458	0.58	0.627	-0.009	-0.019	-0.029	-0.004	-0.03	3	33522	105.587	63.501	Australasia	0	LC	Non-threatened
11170	Lagostomus maximus	Rodentia	0.161567534	-0.009719371	0.001	0.002	0.058	0.319	0.424	0	0	-0.005	-0.017	-0.017	0.214	0.24	0.354	0.567	0.627	-0.003	-0.004	-0.007	-0.019	-0.018	3	1470054	155.73	54.176	Neotropic	0	LC	Non-threatened
136677	Lepilemur petteri	Primates	0	0	0.004	0.006	0.032	0.111	0.134	-0.001	-0.002	-0.007	-0.02	-0.019											1	13360	132.209	92.631	Afrotropic	0	EN	Threatened
555	Aeretes melanopterus	Rodentia	0.120645333	-0.00148923	0.006	0.014	0.095	0.302	0.506	-0.001	-0.001	-0.003	0	-0.001	0.239	0.26	0.467	0.622	0.648	-0.003	-0.001	0.004	0	-0.001	1	56405	47.626	63.804	Palearctic	0	NT	Non-threatened
40609	Paraechinus micropus	Eulipotyphla	0.002949441	-1.92617E-05	0	0	0.008	0.099	0.14	0	0	-0.001	-0.015	-0.022	0.122	0.149	0.475	0.716	0.744	-0.003	-0.003	-0.021	-0.019	-0.018	2	415333	37.37	52.961	Indomalayan	0	LC	Non-threatened
22809	Uropsilus investigator	Eulipotyphla	0.379331876	-0.075241961	0.04	0.059	0.17	0.378	0.418	-0.002	-0.003	-0.011	-0.025	-0.028	0.242	0.252	0.333	0.428	0.442	-0.01	-0.004	-0.004	-0.024	-0.024	1	3203	40.538	39.306	Palearctic	0	DD	Data deficient
14150	Myotis californicus	Chiroptera	0.203211304	-0.004024282	0	0.003	0.059	0.453	0.708	0.001	0	-0.001	-0.006	-0.004	0.21	0.242	0.447	0.932	0.99	-0.001	0	0.002	0.002	0	5	3989532	77.701	89.79	Nearctic	0	LC	Non-threatened
11794	Lepus insularis	Lagomorpha	0.2	-0.0125	0.103	0.108	0.187	0.258	0.268	-0.002	-0.003	-0.003	-0.002	-0.003	0.235	0.235	0.258	0.276	0.277	-0.002	-0.002	-0.002	-0.003	-0.004	5	80	42.61	33.586	Neotropic	0	VU	Threatened
13894	Moschus berezovskii	Cetartiodactyla	0.012871277	-0.000814269	0.001	0.001	0.017	0.087	0.136	-0.001	0	-0.001	-0.004	-0.006	0.197	0.222	0.335	0.582	0.621	0.001	0	0.009	0.003	0.002	4	1611262	184.24	47.14	Palearctic	0	EN	Threatened
20428	Spalax arenarius	Rodentia	0	0	0.001	0.001	0.006	0.034	0.041	0	0	0	0.002	0.001											1	2136	35.108	48.76	Palearctic	1	EN	Threatened
8245	Eumops hansae	Chiroptera	0.719864241	-0.01757181	0.016	0.049	0.684	0.985	0.995	-0.004	-0.008	-0.052	-0.002	-0.001	0.368	0.451	0.839	0.991	0.997	-0.009	-0.023	-0.028	-0.001	0	4	6453803	92.393	52.065	Neotropic	0	LC	Non-threatened
112296031	Hylopetes sagitta	Rodentia	0.000145703	-5.8281E-05	0	0	0.001	0.013	0.021	0	0	0	-0.002	-0.004	0.025	0.025	0.039	0.057	0.065	-0.001	-0.001	-0.004	-0.001	-0.009	1	137266	40	73.979	Indomalayan	0	DD	Data deficient
136817	Kerivoula titania	Chiroptera	0.034253439	-0.012465647	0	0	0.02	0.142	0.204	0	0	-0.003	-0.02	-0.026	0.209	0.227	0.308	0.491	0.525	-0.006	0	-0.015	-0.069	-0.071	2	968983	81.214	54.44	Indomalayan	0	LC	Non-threatened
18734	Pteropus lylei	Chiroptera	0.019281112	-0.001835376	0	0	0.001	0.045	0.119	0	0	-0.001	-0.007	-0.014	0.202	0.224	0.345	0.745	0.775	-0.003	-0.003	0.071	-0.003	-0.004	3	103521	153.368	153.119	Indomalayan	0	VU	Threatened
10142	Hipposideros lankadiva	Chiroptera	0.003693275	-0.000602367	0	0	0.001	0.042	0.075	0	0	0	-0.004	-0.006	0.076	0.11	0.261	0.342	0.369	-0.006	-0.01	-0.02	-0.021	0.016	3	1555530	257.02	82.72	Indomalayan	0	LC	Non-threatened
8756	Funisciurus anerythrus	Rodentia	0.212948931	-0.0953876	0.004	0.014	0.13	0.351	0.456	-0.001	-0.004	-0.028	-0.059	-0.07	0.25	0.268	0.345	0.619	0.763	0.005	0.006	0.019	0.124	0.061	2	2290413	57.417	54.148	Afrotropic	0	LC	Non-threatened
136556	Ctenomys juris	Rodentia	0.16673647	-0.01519382	0.002	0.007	0.094	0.277	0.337	-0.001	-0.002	-0.012	-0.016	-0.023	0.204	0.222	0.292	0.392	0.419	-0.016	-0.009	-0.01	-0.023	-0.028		42978	91.32	34.3	Neotropic	0	DD	Data deficient
13969	Mus mayori	Rodentia	0.007104796	0	0	0	0.002	0.009	0.016	0	0	-0.001	-0.001	-0.001	0.094	0.096	0.104	0.114	0.116	0.001	0.001	0.001	0.001	0.001	3	1126	26.801	26.725	Indomalayan	1	VU	Threatened
45369877	Macroscelides flavicaudatus	Macroscelidea	0.449124207	-0.00212774	0.045	0.068	0.25	0.733	0.811	0	-0.001	-0.002	-0.003	-0.005	0.282	0.308	0.517	0.818	0.859	-0.002	-0.001	-0.002	-0.004	-0.002	2	52638	65	18.87	Afrotropic	0	LC	Non-threatened
7803	Eothenomys proditor	Rodentia	0.000570052	-0.000259114	0.004	0.008	0.039	0.093	0.109	-0.001	-0.002	-0.005	-0.008	-0.01	0.106	0.107	0.199	0.215	0.217	-0.003	-0.004	-0.01	-0.013	-0.015	2	38593	25.343	26.258	Palearctic	0	DD	Data deficient
19550	Rhinolophus macrotis	Chiroptera	0.030567545	-0.003390185	0	0.001	0.018	0.124	0.193	0	0	-0.002	-0.012	-0.016	0.227	0.252	0.39	0.626	0.676	0.001	0.001	0.01	-0.006	-0.007	5	2416092	99.22	53.516	Indomalayan	0	LC	Non-threatened
13344	Microgale longicaudata	Afrosoricida	0.020833333	-0.020833333	0.005	0.012	0.065	0.157	0.182	0	-0.001	-0.013	-0.032	-0.036	0.192	0.194	0.201	0.205	0.205	-0.192	-0.194	-0.201	-0.205	-0.205	2	1056	70.434	47.481	Afrotropic	0	LC	Non-threatened
41513	Macropus giganteus	Diprotodontia	0.156292365	-0.000503582	0.006	0.014	0.119	0.327	0.492	0	0	-0.001	0	0	0.204	0.234	0.383	0.723	0.815	0	0.001	0.001	0.001	0.001	9	2237966	36.28	414.91	Australasia	0	LC	Non-threatened
5826	Ctenomys sociabilis	Rodentia	0.180024553	-0.035908453	0.02	0.03	0.132	0.306	0.36	-0.003	-0.004	-0.013	-0.035	-0.045	0.229	0.245	0.317	0.458	0.49	-0.005	-0.006	-0.025	0.008	0.005	3	22808	85.364	40.374	Neotropic	1	CR	Threatened
135164	Peromyscus keeni	Rodentia	0.712320152	-0.010827181	0.02	0.048	0.757	0.997	0.999	0	-0.001	-0.035	0	0	0.4	0.496	0.892	0.998	0.999	-0.006	-0.011	-0.018	0	0	3	206702	26	22.575	Nearctic	0	LC	Non-threatened
13560	Gardnerycteris crenulatum	Chiroptera	0.550316289	-0.017403237	0.006	0.017	0.353	0.972	0.992	-0.001	-0.003	-0.032	-0.005	-0.002	0.299	0.36	0.786	0.99	0.997	-0.003	-0.007	-0.028	-0.001	0	5	11173956	144.393	273.96	Neotropic	0	LC	Non-threatened
135724	Apodemus witherbyi	Rodentia	0.016210312	-0.00025976	0	0	0.005	0.042	0.08	0	0	0	0.001	0.003	0.158	0.207	0.306	0.429	0.478	-0.006	-0.012	-0.005	0.001	0.002	3	1578378	23.955	24.896	Palearctic	0	LC	Non-threatened
41659	Mustela sibirica	Carnivora	0.357445008	-0.000434017	0	0.001	0.093	0.775	0.873	0	0	0	0.002	0.006	0.288	0.334	0.628	0.907	0.962	0.001	0	0.002	0.002	0.001	1	13257547	30.12	60	Palearctic	0	LC	Non-threatened
13848	Mops spurrelli	Chiroptera	0.169016938	-0.078608818	0.001	0.001	0.082	0.319	0.378	0	0	-0.017	-0.058	-0.064	0.24	0.26	0.334	0.481	0.58	0.001	0.002	-0.013	0.01	-0.04	1	1046333	93.874	56.921	Afrotropic	0	LC	Non-threatened
14104	Myopus schisticolor	Rodentia	0.704391254	0.001235492	0.024	0.059	0.555	0.949	0.982	0	0.001	0.004	0.002	0	0.311	0.374	0.722	0.972	0.985	0.001	-0.001	-0.004	0	0.001	3	10170034	22.675	20.126	Palearctic	0	LC	Non-threatened
96801288	Thomasomys princeps	Rodentia	0	0	0	0	0.003	0.043	0.072	0	0	0	-0.001	0											1	17908	30.037	24.942	Neotropic	0	DD	Data deficient
5595	Crocidura andamanensis	Eulipotyphla	0	0	0.045	0.047	0.058	0.063	0.076	-0.004	-0.004	-0.006	-0.006	-0.005											1	48	33.221	31.216	Indomalayan	1	CR	Threatened
762	Akodon sylvanus	Rodentia	0.151751367	-0.01498279	0.008	0.012	0.074	0.29	0.329	-0.001	-0.001	-0.001	-0.01	0.004	0.24	0.255	0.303	0.41	0.425	-0.001	-0.005	0	0.015	0.014	2	39512	25.259	22.793	Neotropic	0	LC	Non-threatened
84372447	Rhinolophus tatar	Chiroptera	0.005847468	-0.000788756	0.001	0.002	0.06	0.136	0.173	0	0	-0.011	-0.024	-0.027	0.138	0.243	0.424	0.538	0.551	-0.001	-0.034	0.001	-0.005	-0.008	2	168620	99.995	65.225	Australasia	0	LC	Non-threatened
20014	Sciurus lis	Rodentia	0.000993821	0.000604731	0	0	0.001	0.01	0.018	0	0	0	0.001	0.002	0.073	0.076	0.137	0.172	0.188	0.004	0.007	0.037	0.092	0.09	1	213318	38	64.974	Palearctic	0	LC	Non-threatened
11387	Leimacomys buettneri	Rodentia	0	0	0.015	0.016	0.048	0.077	0.08	-0.002	-0.002	-0.007	-0.012	-0.012											1	313	25.928	27.232	Afrotropic	0	DD	Data deficient
70609726	Pithecia monachus	Primates	0.942405335	-0.00616364	0.302	0.405	0.895	0.998	1	-0.026	-0.015	-0.003	0.001	0	0.417	0.532	0.908	0.999	1	-0.008	-0.039	-0.007	0	0	1	197935	159.887	157.526	Neotropic	0	LC	Non-threatened
19306	Raphicerus melanotis	Cetartiodactyla	0.022446891	-0.00234455	0.001	0.004	0.037	0.113	0.144	0	-0.001	-0.003	-0.004	-0.005	0.137	0.158	0.221	0.294	0.325	-0.001	-0.001	-0.002	-0.007	-0.008	2	161225	200.081	80.461	Afrotropic	0	LC	Non-threatened
7995	Eremodipus lichtensteini	Rodentia	0.044529009	-0.014338847	0.006	0.014	0.068	0.18	0.236	-0.001	-0.002	-0.008	-0.016	-0.019	0.225	0.245	0.33	0.429	0.46	0.015	0.013	-0.004	0.005	0.007	1	557367	29.629	41.507	Palearctic	0	LC	Non-threatened
136248	Rhinolophus montanus	Chiroptera	0	0	0.005	0.005	0.021	0.11	0.118	-0.001	-0.001	-0.003	-0.016	-0.018											2	75	103.989	65.171	Australasia	1	EN	Threatened
22573	Tylomys nudicaudus	Rodentia	0.053834123	-0.007784821	0	0.001	0.016	0.151	0.251	0	0	-0.003	-0.019	-0.027	0.188	0.224	0.377	0.757	0.879	-0.001	0.003	-0.001	0.029	0.031	2	482092	40	26.29	Neotropic	0	LC	Non-threatened
19595	Rhinopithecus brelichi	Primates	0	0	0.007	0.007	0.025	0.042	0.043	-0.003	0	0	0	0.002											1	507	199.67	348.024	Indomalayan	1	EN	Threatened
3412	Cabassous centralis	Cingulata	0.099165338	-0.021692082	0.001	0.002	0.026	0.265	0.396	-0.001	-0.001	-0.004	-0.047	-0.062	0.25	0.279	0.397	0.607	0.691	0	0	-0.023	-0.014	-0.02	7	744373	114.608	78.626	Neotropic	0	DD	Data deficient
136663	Myoprocta pratti	Rodentia	0.856517988	-0.019739519	0.085	0.196	0.798	0.993	0.999	-0.013	-0.027	-0.053	-0.002	0	0.391	0.48	0.848	0.995	0.999	-0.014	-0.025	-0.034	0	0	1	2351577	99.325	50.815	Neotropic	0	LC	Non-threatened
20196	Sicista kluchorica	Rodentia	0.010694463	0	0.013	0.017	0.056	0.101	0.112	-0.002	-0.001	-0.001	-0.004	-0.006	0.148	0.152	0.189	0.252	0.315	-0.003	-0.003	-0.003	0.001	0.002	1	7387	30.246	34.49	Palearctic	0	LC	Non-threatened
44928	Graphiurus johnstoni	Rodentia	0.06043283	-0.006533279	0	0	0	0.066	0.208	0	0	0	-0.017	-0.017	0.087	0.092	0.52	0.635	0.649	0.003	0.013	0.013	-0.003	-0.007	1	7347	24	33.781	Afrotropic	0	DD	Data deficient
110660763	Myosorex cafer	Eulipotyphla	0.007151279	6.12529E-05	0	0.001	0.01	0.047	0.064	0	0	-0.001	0	0	0.081	0.09	0.129	0.173	0.18	-0.002	-0.001	0	0.002	0	2	65303	24.92	21.305	Afrotropic	1	VU	Threatened
85566806	Myotis frater	Chiroptera	0.01555966	-0.000519572	0	0	0.012	0.09	0.142	0	0	-0.002	-0.005	-0.007	0.154	0.203	0.321	0.568	0.612	0.003	0	0.003	0.002	0	2	1272200	121.065	67.754	Palearctic	0	LC	Non-threatened
85199559	Eptesicus serotinus	Chiroptera	0.065902429	-0.004422593	0	0	0.006	0.161	0.36	0	0	0	-0.007	-0.02	0.246	0.278	0.566	0.941	0.991	0.001	0.006	0.024	0.011	0.002	31	10058127	66.72	30.8	Palearctic	0	LC	Non-threatened
17230	Phyllotis osilae	Rodentia	0.161221661	-0.013104313	0.006	0.009	0.06	0.359	0.516	-0.001	-0.001	-0.004	-0.025	-0.021	0.23	0.257	0.409	0.69	0.772	-0.003	-0.008	-0.002	-0.01	-0.013	3	303030	27.981	25.125	Neotropic	0	LC	Non-threatened
4224	Cercopithecus nictitans	Primates	0.245099261	-0.055371472	0.001	0.004	0.098	0.435	0.549	0	-0.001	-0.016	-0.101	-0.136	0.234	0.258	0.398	0.625	0.682	-0.004	-0.007	-0.06	-0.125	-0.14	2	1355969	172	335.266	Afrotropic	0	NT	Non-threatened
116990322	Hybomys eisentrauti	Rodentia	0	0	0.004	0.004	0.012	0.03	0.041	-0.001	0	-0.002	-0.002	-0.003											1	3215	30.218	25.642	Afrotropic	1	EN	Threatened
42642	Apodemus argenteus	Rodentia	0.000805026	0.000416298	0	0	0.001	0.013	0.024	0	0	0	0.001	0.001	0.071	0.077	0.127	0.168	0.18	0.002	0.004	0.026	0.087	0.094	1	362721	23.436	20.696	Palearctic	0	LC	Non-threatened
16695	Peromyscus winkelmanni	Rodentia	0.3125	0	0.044	0.055	0.177	0.458	0.478	0.001	0.001	0	-0.007	-0.007	0.213	0.221	0.427	0.492	0.502	0.003	0.003	-0.006	-0.009	-0.008	1	304	24.958	26.784	Neotropic	1	EN	Threatened
2139	Artibeus planirostris	Chiroptera	0.589212558	-0.014457496	0.006	0.016	0.46	0.975	0.993	-0.001	-0.002	-0.044	-0.004	-0.002	0.314	0.385	0.821	0.99	0.997	-0.002	-0.007	-0.033	-0.001	0	3	7948057	106.54	15	Neotropic	0	LC	Non-threatened
136837	Chaetodipus rudinoris	Rodentia	0.580767501	-0.019412369	0.01	0.047	0.333	0.715	0.789	-0.001	-0.004	-0.013	-0.01	-0.01	0.284	0.311	0.5	0.778	0.832	-0.002	-0.001	-0.011	-0.009	-0.005	2	117863	27.254	26.833	Nearctic	0	LC	Non-threatened
80224655	Hipposideros pendleburyi	Chiroptera	0.007605776	-7.97809E-05	0	0.001	0.011	0.081	0.129	0	-0.001	-0.002	-0.006	-0.015	0.212	0.25	0.444	0.541	0.551	0.015	0.007	-0.002	-0.001	-0.001	2	37603			Indomalayan	0	VU	Threatened
7618	Eliomys quercinus	Rodentia	0.008328317	0.000656404	0	0	0.001	0.032	0.062	0	0	0	-0.001	0	0.108	0.128	0.232	0.493	0.591	0.004	0.006	0	-0.017	-0.011	2	2332404	22.97	30.436	Palearctic	0	NT	Non-threatened
4227	Allochrocebus preussi	Primates	0.004982448	0	0.003	0.006	0.032	0.129	0.144	0	-0.001	-0.005	-0.018	-0.019	0.276	0.279	0.287	0.289	0.29	0.008	0.009	0.01	0.011	0.01	2	17662	170.352	310.98	Afrotropic	0	EN	Threatened
6987	Echimys saturnus	Rodentia	0.788255	-0.040064576	0.028	0.089	0.69	0.875	0.911	-0.009	-0.02	-0.06	-0.044	-0.028	0.348	0.433	0.761	0.89	0.918	0.018	0.011	-0.052	-0.034	-0.022	1	131937	89.585	60.397	Neotropic	0	DD	Data deficient
44855	Hypsugo musciculus	Chiroptera	0.315530546	-0.046356466	0.005	0.017	0.163	0.518	0.599	-0.001	-0.003	-0.018	-0.115	-0.12	0.251	0.275	0.429	0.647	0.687	-0.006	-0.005	-0.067	-0.121	-0.133	2	610616	75.757	43.585	Afrotropic	0	DD	Data deficient
15615	Transandinomys talamancae	Rodentia	0.095673467	-0.020589889	0	0.001	0.024	0.267	0.381	0	0	-0.004	-0.036	-0.047	0.277	0.303	0.387	0.523	0.612	-0.008	-0.014	-0.016	-0.021	-0.025	3	512096	27.952	26.757	Neotropic	0	LC	Non-threatened
5572	Crocidura lucina	Eulipotyphla	0	0	0.001	0.001	0.012	0.063	0.105	-0.001	0	-0.002	-0.012	-0.019											2	5594	27.046	22.988	Afrotropic	0	VU	Threatened
23192	Zapus trinotatus	Rodentia	0.111717126	-0.000462737	0	0	0.035	0.248	0.498	0	0	0.001	-0.002	0	0.178	0.217	0.459	0.774	0.829	0.001	0	0	0	-0.001	4	162079	18.262	30.004	Nearctic	0	LC	Non-threatened
87993523	Eumops wilsoni	Chiroptera	0	0	0	0	0.031	0.155	0.163	0	0	-0.002	-0.011	-0.011											1	734	91.923	38.49	Neotropic	0	DD	Data deficient
29654	Crocidura serezkyensis	Eulipotyphla	0.009957168	-0.002278879	0	0	0.012	0.095	0.134	0	0	-0.001	-0.008	-0.012	0.141	0.164	0.277	0.414	0.454	-0.012	-0.013	-0.001	0.006	0.006		280401	26.376	22.845	Palearctic	0	LC	Non-threatened
17217	Phyllostomus elongatus	Chiroptera	0.57546825	-0.01668403	0.008	0.021	0.395	0.975	0.993	-0.001	-0.003	-0.035	-0.005	-0.002	0.298	0.359	0.788	0.991	0.997	-0.003	-0.006	-0.029	-0.002	0	3	10646888	121.66	85.836	Neotropic	0	LC	Non-threatened
19945	Scapteromys tumidus	Rodentia	0.034040237	0.000748986	0.002	0.007	0.04	0.124	0.166	0	-0.001	0.002	0.005	0.004	0.166	0.184	0.294	0.629	0.682	-0.001	0	-0.003	-0.003	-0.001	6	259017	26.706	21.64	Neotropic	0	LC	Non-threatened
16202	Paraxerus vexillarius	Rodentia	0.035963861	-0.002096436	0.001	0.001	0.012	0.083	0.153	0	0	0	-0.007	-0.009	0.204	0.247	0.354	0.419	0.438	0.009	0.015	-0.007	-0.008	-0.013	1	40068	54.868	55.339	Afrotropic	0	LC	Non-threatened
15657	Otomys occidentalis	Rodentia	0	0	0.008	0.01	0.041	0.133	0.18	-0.001	-0.002	-0.005	-0.022	-0.03											1	10751	34.262	19.917	Afrotropic	1	VU	Threatened
21492	Carlito syrichta	Primates	0.031868187	-0.007044722	0.001	0.002	0.018	0.128	0.184	0	-0.001	-0.002	-0.017	-0.023	0.157	0.183	0.272	0.423	0.444	0.003	0.003	-0.012	-0.052	-0.007	4	119806	179	83	Indomalayan	0	NT	Non-threatened
110678346	Tupaia palawanensis	Scandentia	0.016296756	-0.009234828	0.004	0.009	0.046	0.149	0.177	-0.002	-0.005	-0.018	-0.04	-0.038	0.176	0.195	0.247	0.273	0.275	0.005	0.019	-0.013	-0.032	-0.033	3	12886	47.945	38.137	Indomalayan	0	LC	Non-threatened
16894	Phascolosorex dorsalis	Dasyuromorphia	0.34615013	-0.162854399	0.03	0.061	0.236	0.471	0.515	-0.007	-0.017	-0.067	-0.118	-0.096	0.303	0.31	0.406	0.541	0.567	0.001	0.004	-0.047	-0.096	-0.112	1	175967	19.75	129.37	Australasia	0	LC	Non-threatened
14815	Niviventer coninga	Rodentia	0.017720713	0.001733164	0	0	0	0.081	0.137	0	0	0	0	0.002	0.161	0.171	0.24	0.274	0.285	0.002	0	-0.001	0.003	0.001	2	28272	28.633	26.789	Indomalayan	0	LC	Non-threatened
11035	Kobus ellipsiprymnus	Cetartiodactyla	0.097054739	-0.020106773	0.001	0.002	0.039	0.249	0.386	0	-0.001	-0.008	-0.037	-0.041	0.232	0.258	0.393	0.74	0.807	0	0.003	0.016	0.007	0.008	4	8851644	270	213	Afrotropic	0	LC	Non-threatened
41507	Lestoros inca	Paucituberculata	0.571121065	-0.038540067	0.032	0.055	0.351	0.598	0.802	-0.003	-0.005	-0.052	-0.06	-0.093	0.298	0.336	0.5	0.769	0.897	-0.014	-0.027	-0.057	-0.084	-0.1	1	63181	51.841	124.485	Neotropic	0	LC	Non-threatened
16734	Petinomys fuscocapillus	Rodentia	0.000877824	5.26695E-05	0	0	0.003	0.02	0.032	0	0	-0.001	-0.001	-0.002	0.081	0.086	0.107	0.125	0.172	-0.009	-0.009	0	0.001	-0.004	2	56959	49.092	70.868	Indomalayan	0	LC	Non-threatened
47967714	Grammomys brevirostris	Rodentia	0	0	0.001	0.001	0.001	0.003	0.003	0	0	0	0	0											1	318			Afrotropic	0	DD	Data deficient
92252436	Erythrocebus baumstarki	Primates	0.040370059	-0.016470423	0	0.001	0.045	0.169	0.216	0	0	-0.009	-0.029	-0.042	0.174	0.184	0.251	0.336	0.36	-0.01	-0.01	-0.017	-0.032	-0.037	5	14268	167.2	162.224	Afrotropic	0	CR	Threatened
39953	Aotus zonalis	Primates	0.290237767	-0.029603419	0.002	0.006	0.144	0.444	0.497	-0.001	-0.001	-0.018	-0.042	-0.046	0.279	0.305	0.408	0.527	0.611	-0.004	-0.01	-0.035	-0.027	-0.022	4	131978	134.831	76.09	Neotropic	0	NT	Non-threatened
21693	Thallomys shortridgei	Rodentia	0.360293036	-0.000588426	0.047	0.065	0.203	0.482	0.543	0	-0.001	-0.001	-0.002	-0.002	0.245	0.266	0.403	0.562	0.591	-0.001	0	-0.001	-0.002	-0.001		33989	35.575	27.07	Afrotropic	0	DD	Data deficient
