taxon_id	speciesName	order	patch_area	change_patch_area	habitat_intactness_p5	habitat_intactness_p10	habitat_intactness_p50	habitat_intactness_p90	habitat_intactness_p95	change_habitat_intactness_p5	change_habitat_intactness_p10	change_habitat_intactness_p50	change_habitat_intactness_p90	change_habitat_intactness_p95	patch_intactness_p5	patch_intactness_p10	patch_intactness_p50	patch_intactness_p90	patch_intactness_p95	change_patch_intactness_p5	change_patch_intactness_p10	change_patch_intactness_p50	change_patch_intactness_p90	change_patch_intactness_p95	habitat_breadth	range_size	gestation_length	weaning_age	realm	criterionB	rl_cat	threatened_status
7908	Epomops dobsonii	Chiroptera	0.143753228	-0.054229666	0.003	0.009	0.105	0.307	0.372	-0.001	-0.001	-0.023	-0.048	-0.053	0.248	0.265	0.341	0.479	0.537	-0.001	-0.001	-0.013	-0.042	-0.058	1	1372957	149.834	112.021	Afrotropic	0	LC	Non-threatened
16104	Paradoxurus jerdoni	Carnivora	0.000282936	0	0	0.001	0.007	0.024	0.032	0	0	-0.001	-0.001	-0.001	0.074	0.086	0.153	0.173	0.173	-0.001	-0.002	-0.003	0	0	2	67153	71.061	99.969	Indomalayan	0	LC	Non-threatened
88149174	Lophostoma occidentalis	Chiroptera	0.042551191	-0.006186924	0	0.002	0.033	0.186	0.249	0	-0.001	-0.004	-0.023	-0.03	0.244	0.27	0.372	0.469	0.565	0.004	-0.001	-0.034	-0.026	-0.017	2	202039	116.591	78.154	Neotropic	0	NT	Non-threatened
163314140	Microcebus boraha	Primates	0	0	0.001	0.001	0.002	0.007	0.012	-0.001	-0.001	-0.001	-0.003	-0.004											1	138	88.93	70.14	Afrotropic	0	DD	Data deficient
18555	Pseudomys pilligaensis	Rodentia	0.217372577	-0.000143575	0.031	0.043	0.111	0.326	0.384	0	0	0	0	-0.002	0.188	0.202	0.319	0.428	0.443	-0.001	-0.001	-0.001	-0.003	-0.001	2	6965	28.305	27.801	Australasia	0	DD	Data deficient
7014	Echiothrix leucura	Rodentia	0.001106501	0	0	0.001	0.008	0.027	0.035	0	0	-0.003	-0.006	-0.007	0.063	0.063	0.064	0.077	0.077	-0.005	-0.005	-0.005	-0.007	-0.007	1	3615	34.793	29.701	Australasia	1	EN	Threatened
112298450	Prosciurillus topapuensis	Rodentia	0.000793942	0	0.005	0.012	0.084	0.127	0.133	0	-0.001	-0.013	-0.028	-0.031	0.316	0.316	0.322	0.324	0.324	-0.02	-0.02	-0.021	-0.022	-0.022	2	16374	45.365	47.329	Australasia	1	NT	Non-threatened
10156	Hipposideros pygmaeus	Chiroptera	0.066630426	-0.009230189	0	0	0.007	0.166	0.276	0	0	-0.001	-0.022	-0.032	0.197	0.219	0.325	0.441	0.482	-0.012	-0.006	-0.028	-0.034	-0.062	2	90139	107.78	66.79	Indomalayan	0	LC	Non-threatened
9127	Gerbillus henleyi	Rodentia	0.379429626	-0.033940217	0.004	0.011	0.175	0.67	0.815	-0.002	-0.003	-0.029	-0.073	-0.071	0.28	0.313	0.524	0.84	0.91	-0.006	-0.009	-0.047	-0.065	-0.109	3	3857577	24.221	26.635	Palearctic	0	LC	Non-threatened
731	Akodon dayi	Rodentia	0.241496645	-0.036391883	0.003	0.009	0.118	0.417	0.532	0	-0.001	-0.013	-0.04	-0.057	0.25	0.272	0.382	0.618	0.707	-0.008	-0.008	-0.009	-0.03	-0.027	1	290944	24.466	21.887	Neotropic	0	LC	Non-threatened
44687	Macronycteris gigas	Chiroptera	0.243777651	-0.06662876	0.001	0.003	0.104	0.46	0.613	0	0	-0.018	-0.087	-0.076	0.257	0.279	0.409	0.738	0.811	-0.001	-0.002	-0.011	0.018	0.024	4	3594784	136.05	124.515	Afrotropic	0	LC	Non-threatened
85707059	Rhinolophus pusillus	Chiroptera	0.033508041	-0.008221248	0	0	0.015	0.122	0.199	0	0	-0.001	-0.013	-0.023	0.222	0.244	0.356	0.626	0.69	-0.001	0	0.015	0.001	-0.004	4	3593615	102.583	41.85	Indomalayan	0	LC	Non-threatened
41538	Saimiri ustus	Primates	0.782856398	-0.011746773	0.071	0.127	0.72	0.991	0.998	-0.007	-0.009	-0.023	-0.002	-0.001	0.37	0.443	0.82	0.994	0.999	-0.011	-0.014	-0.009	-0.001	0	2	882370	156.517	238.64	Neotropic	0	NT	Non-threatened
12945	Megaerops kusnotoi	Chiroptera	6.27195E-05	0	0	0	0.001	0.014	0.019	0	0	0	-0.001	-0.002	0.128	0.128	0.128	0.128	0.128	-0.006	-0.006	-0.006	-0.006	-0.006	2	15944	125.819	70.284	Indomalayan	0	VU	Threatened
11487	Lemniscomys barbarus	Rodentia	0.000356726	-1.60326E-05	0	0	0.002	0.016	0.025	0	0	-0.001	-0.002	-0.002	0.035	0.04	0.094	0.117	0.124	-0.002	-0.004	0.001	0	-0.003	2	249491	24.832	26.276	Palearctic	0	LC	Non-threatened
11350	Lasiurus ega	Chiroptera	0.4331868	-0.014252471	0.002	0.006	0.173	0.954	0.987	0	-0.001	-0.014	-0.009	-0.001	0.274	0.325	0.767	0.99	0.997	-0.002	-0.004	-0.027	-0.001	0	4	13245212	93.11	60.88	Neotropic	0	LC	Non-threatened
8998	Genetta cristata	Carnivora	0.00065049	0.001074294	0	0	0.005	0.102	0.129	0	0	0.003	-0.013	-0.017	0.073	0.102	0.221	0.33	0.358	-0.003	-0.02	-0.028	-0.02	-0.045	1	101462	79.655	86.613	Afrotropic	0	VU	Threatened
17882	Pogonomys championi	Rodentia	1	0	0.471	0.471	0.472	0.473	0.473	-0.027	-0.027	-0.027	-0.027	-0.027	0.471	0.471	0.472	0.473	0.473	-0.027	-0.027	-0.027	-0.027	-0.027	2	226	31.413	26.792	Australasia	0	DD	Data deficient
21779	Thomasomys ischyrus	Rodentia	0.375336029	-0.02954797	0.015	0.028	0.174	0.646	0.735	-0.001	-0.003	-0.013	-0.012	-0.014	0.291	0.316	0.468	0.742	0.749	-0.018	-0.021	-0.031	-0.012	-0.013	1	44267	26.898	23.89	Neotropic	0	LC	Non-threatened
7929	Eptesicus guadeloupensis	Chiroptera	0	0	0	0	0	0.006	0.009	0	0	0	-0.001	-0.001											3	1387	88.868	43.907	Neotropic	1	EN	Threatened
3592	Callosciurus albescens	Rodentia	0.000169782	0	0.001	0.003	0.05	0.128	0.157	0	0	-0.002	-0.004	-0.007	0.086	0.093	0.103	0.118	0.125	-0.003	-0.004	-0.004	-0.004	-0.004	3	58899	46.86	57.072	Indomalayan	0	DD	Data deficient
20072	Scotophilus robustus	Chiroptera	0.021317752	-0.01738666	0.006	0.01	0.055	0.153	0.196	-0.001	-0.001	-0.012	-0.032	-0.041	0.196	0.211	0.259	0.336	0.361	-0.033	-0.021	-0.012	-0.053	-0.063	6	400652	168.406	74.802	Afrotropic	0	LC	Non-threatened
8162	Euchoreutes naso	Rodentia	0.653307021	-0.006981604	0.008	0.031	0.605	0.998	1	-0.002	-0.003	-0.013	0	0	0.358	0.435	0.822	1	1	-0.002	-0.006	-0.003	0	0	2	1677265	34.245	42.211	Palearctic	0	LC	Non-threatened
5796	Ctenomys australis	Rodentia	0.00723205	-0.000260146	0.001	0.002	0.009	0.046	0.073	0	0	0	-0.002	-0.004	0.085	0.095	0.14	0.182	0.187	-0.003	0.002	0.001	0.002	0	1	38440	93.618	36.594	Neotropic	1	EN	Threatened
41448	Diplomesodon pulchellum	Eulipotyphla	0.067570227	-0.016910345	0.005	0.013	0.077	0.198	0.288	-0.001	-0.002	-0.005	-0.012	-0.03	0.229	0.248	0.347	0.642	0.78	0.005	0.007	0.006	0.068	0.034	1	1798958	26.846	23.951	Palearctic	0	LC	Non-threatened
2045	Archboldomys luzonensis	Rodentia	0	0	0.026	0.027	0.031	0.04	0.04	-0.006	-0.007	-0.006	-0.007	-0.007											1	21	31.956	27.605	Indomalayan	0	VU	Threatened
19417	Reithrodontomys sumichrasti	Rodentia	0.072308996	-0.006262865	0	0.001	0.02	0.191	0.297	0	-0.001	-0.003	-0.011	-0.016	0.177	0.208	0.343	0.51	0.581	-0.004	0.002	-0.012	-0.003	-0.004	1	330360	26.167	24.279	Neotropic	0	LC	Non-threatened
16042	Paracrocidura graueri	Eulipotyphla	0	0	0.001	0.004	0.008	0.058	0.066	0	-0.001	-0.002	-0.014	-0.015											1	1001	25.587	23.293	Afrotropic	0	DD	Data deficient
15093	Octomys mimax	Rodentia	0.562078567	-0.010340837	0.039	0.075	0.311	0.56	0.606	-0.006	-0.006	-0.015	-0.005	-0.004	0.282	0.305	0.443	0.595	0.653	-0.007	-0.01	-0.001	-0.002	0.001	1	119236	91.523	30.954	Neotropic	0	LC	Non-threatened
12900	Maxomys musschenbroekii	Rodentia	0.00584764	-0.000778497	0.001	0.002	0.061	0.136	0.173	0	0	-0.011	-0.024	-0.027	0.138	0.243	0.424	0.538	0.551	-0.001	-0.034	0.001	-0.005	-0.008	3	168273	24.59	27.396	Australasia	0	LC	Non-threatened
8541	Felis margarita	Carnivora	0.689536309	-0.015949653	0.05	0.093	0.56	0.942	0.962	-0.004	-0.007	-0.034	-0.04	-0.006	0.329	0.377	0.742	0.948	0.966	0	0	-0.03	-0.009	-0.002	1	1904242	66.959	66.363	Palearctic	0	LC	Non-threatened
20493	Xerospermophilus tereticaudus	Rodentia	0.224689994	-0.002564674	0.001	0.006	0.089	0.394	0.549	0	0	-0.001	-0.002	-0.002	0.203	0.229	0.368	0.702	0.873	-0.001	-0.001	0.001	0	0	2	309591	27.785	38.979	Nearctic	0	LC	Non-threatened
136804	Mico rondoni	Primates	0.451322572	-0.029676892	0.032	0.049	0.237	0.7	0.78	-0.005	-0.007	-0.019	-0.015	-0.01	0.262	0.295	0.516	0.79	0.837	-0.003	-0.009	-0.009	-0.005	-0.001	2	70998	143.681	102.864	Neotropic	0	VU	Threatened
62016	Microgale majori	Afrosoricida	0.021303977	-0.012674987	0.006	0.012	0.077	0.196	0.223	0	-0.002	-0.013	-0.037	-0.034	0.207	0.221	0.268	0.316	0.325	-0.003	-0.008	-0.005	-0.027	-0.028	2	108008	71.012	47.991	Afrotropic	0	LC	Non-threatened
1583	Antechinus godmani	Dasyuromorphia	0.542012161	0	0.025	0.042	0.304	0.692	0.719	0	-0.001	0	0	0	0.267	0.321	0.557	0.716	0.73	0	0	0.001	0	0	1	3618	30	125.84	Australasia	0	LC	Non-threatened
8827	Galenomys garleppi	Rodentia	0.016010334	-0.003425194	0.009	0.012	0.042	0.122	0.154	-0.001	-0.001	-0.002	-0.005	-0.005	0.16	0.174	0.225	0.294	0.312	-0.012	-0.004	-0.006	-0.009	-0.012	1	51092	27.857	24.877	Neotropic	0	DD	Data deficient
12548	Macaca arctoides	Primates	0.034927207	-0.005347762	0.001	0.002	0.024	0.132	0.206	-0.001	-0.001	-0.002	-0.015	-0.018	0.225	0.252	0.385	0.637	0.675	0.004	0.002	0.007	-0.017	-0.016	2	1559157	177	340.883	Indomalayan	0	VU	Threatened
8033	Erophylla sezekorni	Chiroptera	0.020797613	-0.000370944	0	0	0.003	0.026	0.048	0	0	0	0	-0.001	0.124	0.157	0.343	0.423	0.437	0	0	-0.007	-0.012	-0.013	1	121312	136.98	60.88	Neotropic	0	LC	Non-threatened
6410	Dendrohyrax dorsalis	Hyracoidea	0.239069561	-0.077064689	0.001	0.002	0.115	0.403	0.528	0	0	-0.02	-0.079	-0.106	0.243	0.266	0.37	0.653	0.717	-0.006	-0.006	-0.021	-0.022	0.041	3	3058729	224.811	125.714	Afrotropic	0	LC	Non-threatened
9948	Herpailurus yagouaroundi	Carnivora	0.454425027	-0.015372507	0.003	0.008	0.201	0.95	0.986	-0.001	-0.001	-0.017	-0.015	-0.002	0.274	0.324	0.742	0.988	0.997	-0.003	-0.004	-0.028	0	-0.001	8	14899131	73	94.23	Neotropic	0	LC	Non-threatened
20477	Notocitellus adocetus	Rodentia	0.032944945	-0.001381866	0.001	0.003	0.044	0.142	0.169	0.001	0.001	-0.001	-0.002	0	0.134	0.152	0.216	0.362	0.464	-0.001	0	0.003	0.013	0.012	5	31841	29.414	42.636	Neotropic	0	LC	Non-threatened
101228458	Coendou prehensilis	Rodentia	0.519113333	-0.016338355	0.005	0.012	0.293	0.966	0.99	-0.001	-0.002	-0.025	-0.005	-0.001	0.288	0.344	0.772	0.99	0.997	-0.002	-0.003	-0.031	-0.001	0	2	12307665	203	95	Neotropic	0	LC	Non-threatened
136264	Bullimus gamay	Rodentia	0	0	0.004	0.005	0.012	0.017	0.022	-0.001	0	-0.001	-0.001	-0.002											1	46	34.835	30.3	Indomalayan	0	VU	Threatened
41683	Nasua narica	Carnivora	0.141752935	-0.013598183	0.001	0.002	0.055	0.293	0.39	0	0	-0.005	-0.016	-0.023	0.206	0.233	0.343	0.56	0.646	-0.002	-0.003	-0.009	-0.003	-0.004	2	2694110	77.916	127	Neotropic	0	LC	Non-threatened
21873	Thylogale calabyi	Diprotodontia	0.368421053	-0.001547988	0.045	0.055	0.074	0.361	0.373	-0.01	-0.013	-0.007	-0.024	-0.024	0.332	0.335	0.351	0.375	0.379	-0.019	-0.019	-0.023	-0.024	-0.023	1	646	30.274	269.814	Australasia	1	EN	Threatened
12902	Maxomys pagensis	Rodentia	0.009089289	-0.001782214	0.021	0.025	0.084	0.159	0.17	-0.003	-0.002	-0.009	-0.013	-0.011	0.161	0.167	0.331	0.423	0.426	0.001	0.032	0.017	-0.008	-0.009	1	5611	24.904	26.957	Indomalayan	1	VU	Threatened
114957548	Akodon dolores	Rodentia	0.227828797	-0.015552358	0.003	0.01	0.12	0.359	0.442	-0.001	-0.002	-0.007	-0.015	-0.018	0.227	0.247	0.342	0.533	0.589	-0.004	-0.003	-0.005	-0.013	-0.013	1	811131	23.616	21.885	Neotropic	0	LC	Non-threatened
15247	Oligoryzomys flavescens	Rodentia	0.087249316	-0.005287799	0.001	0.002	0.029	0.208	0.3	0	0	-0.002	-0.01	-0.015	0.183	0.214	0.316	0.489	0.559	-0.003	-0.004	-0.007	-0.009	0.003	4	3160105	24.64	19.979	Neotropic	0	LC	Non-threatened
4420	Chalinolobus neocaledonicus	Chiroptera	0.193792053	-0.010600482	0.007	0.011	0.081	0.273	0.31	-0.002	-0.002	-0.006	-0.004	0.001	0.188	0.206	0.275	0.369	0.396	-0.001	0.003	0	-0.016	-0.028		15754	91.93	111.575	Australasia	0	EN	Threatened
16669	Peromyscus leucopus	Rodentia	0.030486616	-0.000739337	0	0	0.007	0.08	0.156	0	0	0.001	0	-0.003	0.142	0.175	0.303	0.537	0.626	-0.001	-0.002	-0.001	0.001	0	5	5834954	25.262	22.33	Nearctic	0	LC	Non-threatened
40555	Lasiorhinus latifrons	Diprotodontia	0.522907024	-1.46464E-05	0.025	0.056	0.335	0.875	0.967	0	0	0	0	0	0.329	0.383	0.722	0.964	0.988	0	0	0	0	0	3	68276	20.87	319.035	Australasia	0	NT	Non-threatened
4974	Myodes rufocanus	Rodentia	0.664380459	-0.00032261	0.01	0.036	0.519	0.953	0.98	0	0.001	0.003	0	0.001	0.31	0.373	0.725	0.975	0.985	0.001	0	-0.003	0.001	0	8	13052914	21.76	24.399	Palearctic	0	LC	Non-threatened
154195907	Kerivoula depressa	Chiroptera	0.049378448	-0.016009612	0	0	0.013	0.165	0.239	0	0	-0.003	-0.023	-0.032	0.216	0.233	0.323	0.534	0.611	-0.001	0.001	-0.011	-0.006	0.026	2	931378	86.065	63.225	Indomalayan	0	LC	Non-threatened
4679	Chiropodomys calamianensis	Rodentia	0.016686183	-0.010026347	0.004	0.009	0.047	0.148	0.175	-0.002	-0.005	-0.021	-0.042	-0.037	0.176	0.195	0.249	0.274	0.296	0.005	0.019	-0.015	-0.033	-0.054	3	13664	25.597	26.829	Indomalayan	0	DD	Data deficient
48267978	Cryptotis venezuelensis	Eulipotyphla	0	0	0	0	0.002	0.024	0.035	0	0	0	-0.003	-0.003											1	768			Neotropic	0	DD	Data deficient
45959213	Neodon linzhiensis	Rodentia	0.490049751	-0.021558872	0.013	0.036	0.239	0.386	0.395	-0.004	-0.006	-0.025	-0.034	-0.033	0.286	0.317	0.372	0.395	0.405	0	-0.016	-0.032	-0.032	-0.035		1206	70.711	90.759	Palearctic	0	DD	Data deficient
6426	Dendrolagus bennettianus	Diprotodontia	0.713156409	0	0.08	0.109	0.564	0.752	0.775	0	0	0	0	0	0.359	0.42	0.638	0.765	0.783	0	0	0	0	0	2	3542	32	600	Australasia	0	NT	Non-threatened
11511	Leopardus wiedii	Carnivora	0.502592194	-0.016078637	0.003	0.009	0.27	0.966	0.99	-0.001	-0.002	-0.023	-0.006	-0.001	0.291	0.348	0.782	0.99	0.997	-0.002	-0.004	-0.027	-0.001	0	5	12335498	81.264	56	Neotropic	0	NT	Non-threatened
41588	Vulpes zerda	Carnivora	0.769101504	-0.013669685	0.062	0.121	0.697	0.966	0.982	-0.01	-0.012	-0.036	-0.018	-0.008	0.369	0.443	0.799	0.97	0.982	-0.009	-0.014	-0.025	-0.008	-0.005	2	8713149	51	66	Palearctic	0	LC	Non-threatened
42678	Reithrodontomys humulis	Rodentia	0.010629034	0.000178937	0	0	0.005	0.033	0.052	0	0	0.001	0.001	0.001	0.091	0.108	0.238	0.634	0.696	0	0.002	0.003	-0.001	0	4	1296543	22.044	22.026	Nearctic	0	LC	Non-threatened
40603	Echinosorex gymnura	Eulipotyphla	0.165704296	-0.067247504	0.002	0.006	0.085	0.327	0.43	-0.001	-0.002	-0.013	-0.045	-0.052	0.265	0.282	0.346	0.596	0.658	-0.009	-0.004	0.034	-0.065	-0.107	6	1376289	37.892	50.363	Indomalayan	0	LC	Non-threatened
16467	Pedetes capensis	Rodentia	0.17333581	-0.024909942	0.004	0.01	0.095	0.347	0.449	0	-0.001	-0.013	-0.023	-0.013	0.235	0.26	0.368	0.603	0.697	-0.002	-0.001	0.005	0.015	0.019	4	3832526	78.02	46	Afrotropic	0	LC	Non-threatened
9141	Gerbillus poecilops	Rodentia	0	0	0	0.001	0.018	0.12	0.168	0	-0.001	-0.008	-0.027	-0.036											3	101701	24.409	26.722	Afrotropic	0	LC	Non-threatened
6802	Dorcopsulus vanheurni	Diprotodontia	0.334554199	-0.1450023	0.027	0.055	0.225	0.427	0.487	-0.006	-0.013	-0.049	-0.071	-0.075	0.302	0.311	0.396	0.526	0.56	-0.003	-0.003	-0.038	-0.081	-0.08	2	180473	28.56	260.002	Australasia	0	NT	Non-threatened
136473	Plecotus kolombatovici	Chiroptera	0.015142783	-0.00307503	0	0	0.006	0.077	0.127	0	0	-0.001	-0.007	-0.015	0.152	0.187	0.273	0.392	0.46	-0.02	-0.015	-0.014	-0.027	-0.024	7	976901	65.06	42.045	Palearctic	0	LC	Non-threatened
15788	Oxymycterus inca	Rodentia	0.291440219	-0.040136626	0.015	0.026	0.152	0.502	0.567	-0.003	-0.004	-0.013	-0.055	-0.042	0.262	0.287	0.437	0.645	0.817	-0.007	-0.008	-0.033	-0.015	-0.039	5	363035	26.684	20.776	Neotropic	0	LC	Non-threatened
62015	Microgale jenkinsae	Afrosoricida	0	0	0.009	0.01	0.031	0.084	0.098	-0.002	-0.002	-0.005	-0.009	-0.012											2	1391	71.853	48.141	Afrotropic	1	EN	Threatened
6823	Dremomys pyrrhomerus	Rodentia	0.000672324	-1.46956E-05	0	0.001	0.009	0.04	0.053	0	0	-0.001	0	0	0.131	0.16	0.208	0.249	0.253	0.007	0.001	0.001	0	0.001	1	272190	44.616	51.358	Palearctic	0	LC	Non-threatened
45369602	Macroscelides proboscideus	Macroscelidea	0.189724404	-0.002211604	0.02	0.026	0.104	0.408	0.553	-0.001	-0.001	-0.002	-0.004	-0.005	0.22	0.244	0.422	0.69	0.748	0	0	-0.002	-0.003	-0.004	2	532193	65	18.87	Afrotropic	0	LC	Non-threatened
96802567	Heterogeomys cherriei	Rodentia	0.017762661	-0.004251701	0	0.001	0.005	0.046	0.098	0	-0.001	-0.001	-0.005	-0.004	0.182	0.191	0.227	0.268	0.281	0.002	-0.001	-0.006	-0.036	-0.047	3	10584	35.243	31.079	Neotropic	0	LC	Non-threatened
5228	Connochaetes gnou	Cetartiodactyla	0.013745068	-0.000392575	0.001	0.004	0.032	0.096	0.123	0	-0.001	-0.001	-0.001	-0.002	0.127	0.143	0.209	0.272	0.29	-0.001	0.001	-0.001	-0.001	-0.003	2	405018	258.723	228	Afrotropic	0	LC	Non-threatened
40578	Cercartetus nanus	Diprotodontia	0.162909969	-8.54776E-05	0.003	0.006	0.059	0.315	0.5	-0.001	0	0	0	0	0.183	0.206	0.362	0.839	0.919	0	0	0	-0.002	-0.002	2	386066	34.094	62.25	Australasia	0	LC	Non-threatened
12553	Macaca maura	Primates	0.003041825	0	0	0	0.001	0.01	0.015	0	0	0	-0.001	-0.001	0.064	0.07	0.127	0.156	0.16	-0.001	-0.001	-0.001	-0.001	-0.001	3	19725	172	344.724	Australasia	0	EN	Threatened
71727235	Mormopterus francoismoutoui	Chiroptera	0	0	0	0	0.002	0.016	0.023	0	0	0	0.003	0.018											3	2522	105.558	61.939	Afrotropic	0	LC	Non-threatened
167543916	Semnopithecus hypoleucos	Primates	0.001191988	-7.3278E-05	0	0	0	0.006	0.012	0	0	0	-0.001	-0.001	0.037	0.051	0.139	0.215	0.231	-0.001	-0.004	-0.002	-0.005	0	4	409400	192	349.405	Indomalayan	0	LC	Non-threatened
10125	Hipposideros curtus	Chiroptera	0.046988701	-0.015372801	0.002	0.004	0.045	0.167	0.226	0	-0.001	-0.007	-0.026	-0.025	0.201	0.22	0.297	0.351	0.359	-0.015	-0.008	-0.034	-0.058	-0.062	2	136735	113.247	76.025	Afrotropic	0	EN	Threatened
47804700	Heteromys desmarestianus	Rodentia	0.107135455	-0.020047859	0.001	0.002	0.027	0.271	0.401	0	0	-0.005	-0.038	-0.042	0.237	0.264	0.393	0.639	0.703	0	-0.001	-0.008	0.005	-0.008	2	477657	27.931	29.77	Neotropic	0	LC	Non-threatened
136465	Myzopoda schliemanni	Chiroptera	0.007070261	-0.006131242	0.008	0.014	0.052	0.124	0.154	-0.002	-0.004	-0.013	-0.033	-0.043	0.166	0.186	0.216	0.246	0.252	-0.104	-0.055	-0.025	-0.016	-0.022	2	36208	113.175	62.591	Afrotropic	0	LC	Non-threatened
18705	Pteronotus davyi	Chiroptera	0.333051672	-0.022010052	0.001	0.003	0.099	0.845	0.959	0	-0.001	-0.011	-0.028	-0.003	0.273	0.313	0.656	0.975	0.987	0	0.001	-0.028	0.001	0	3	3456875	60	58.221	Neotropic	0	LC	Non-threatened
13389	Microperoryctes murina	Peramelemorphia	0.421052632	-0.421052632	0.238	0.241	0.27	0.343	0.352	-0.087	-0.088	-0.098	-0.12	-0.123	0.293	0.299	0.317	0.352	0.355	-0.293	-0.299	-0.317	-0.352	-0.355	1	608	20.202	84.03	Australasia	0	VU	Threatened
7015	Echymipera clara	Peramelemorphia	0.690378469	-0.099246695	0.048	0.095	0.393	0.831	0.839	-0.01	-0.02	-0.059	-0.111	-0.111	0.3	0.326	0.46	0.837	0.839	-0.011	-0.013	-0.089	-0.109	-0.11	2	176157	14.969	76.09	Australasia	0	LC	Non-threatened
97249856	Spalax graecus	Rodentia	0	0	0	0	0	0.004	0.008	0	0	0	0	0											4	17558	34.794	48.509	Palearctic	1	VU	Threatened
40617	Crocidura aleksandrisi	Eulipotyphla	0.017865494	-0.000467683	0	0.001	0.051	0.203	0.236	0	0	-0.006	-0.018	-0.02	0.259	0.284	0.404	0.45	0.463	-0.012	-0.015	-0.026	-0.027	-0.029	1	42764	27.15	25.131	Palearctic	0	LC	Non-threatened
41287	Lepus starcki	Lagomorpha	0.00037862	-0.000296311	0	0.001	0.005	0.052	0.085	0	-0.001	-0.001	-0.009	-0.015	0.053	0.06	0.219	0.224	0.224	-0.003	-0.01	-0.162	-0.166	-0.166	1	60747	42.605	30.25	Afrotropic	0	LC	Non-threatened
5590	Crocidura orii	Eulipotyphla	0	0	0	0	0.002	0.005	0.005	0	0.001	0	0	0											1	537	29	23.82	Indomalayan	1	EN	Threatened
136685	Pteropus rennelli	Chiroptera	0.599620493	-0.032258065	0.077	0.095	0.344	0.657	0.755	-0.007	-0.008	-0.035	-0.016	-0.013	0.304	0.324	0.452	0.735	0.809	-0.016	-0.022	-0.015	-0.016	-0.009	1	527	166.288	181.36	Australasia	1	EN	Threatened
17338	Scotozous dormeri	Chiroptera	0.001560113	-3.97103E-05	0	0	0.001	0.018	0.031	0	0	0	-0.002	-0.003	0.048	0.07	0.234	0.541	0.585	-0.003	-0.001	0	0.001	-0.001	9	2190867	74.008	42.555	Indomalayan	0	LC	Non-threatened
4216	Cercopithecus dryas	Primates	0.654107649	-0.42407932	0.095	0.146	0.321	0.381	0.385	-0.02	-0.031	-0.067	-0.08	-0.081	0.292	0.305	0.347	0.384	0.386	-0.007	-0.015	-0.047	-0.078	-0.077	1	3530	170.035	365	Afrotropic	0	EN	Threatened
9134	Gerbillus mackilligini	Rodentia	0.707925342	-0.05272963	0.09	0.14	0.493	0.826	0.923	-0.02	-0.03	-0.083	-0.003	-0.007	0.329	0.371	0.574	0.873	0.967	-0.01	-0.022	-0.074	0.007	0.003	3	201291			Palearctic	0	LC	Non-threatened
90386297	Isothrix bistriata	Rodentia	0.710418376	-0.018292646	0.043	0.083	0.58	0.959	0.987	-0.005	-0.008	-0.05	-0.011	-0.002	0.338	0.401	0.731	0.978	0.992	-0.011	-0.017	-0.039	-0.004	-0.002	2	1832157	96.386	57.856	Neotropic	0	LC	Non-threatened
136308	Ctenomys coludo	Rodentia	0.649191053	-0.000500987	0.075	0.1	0.373	0.589	0.671	-0.003	-0.003	-0.007	0.001	0.001	0.303	0.327	0.451	0.649	0.702	-0.008	-0.007	-0.004	0.001	0.001	1	33933	86.805	39.584	Neotropic	0	DD	Data deficient
9155	Gerbillus watersi	Rodentia	0.3906525	-0.029048457	0.004	0.011	0.206	0.63	0.874	-0.002	-0.002	-0.037	-0.041	-0.003	0.299	0.34	0.514	0.902	0.974	-0.004	-0.017	-0.061	0.006	0.003	3	123862	24.578	26.781	Palearctic	0	LC	Non-threatened
41412	Sorex portenkoi	Eulipotyphla	0.936706036	-0.004702829	0.35	0.573	0.881	0.979	0.979	0	-0.003	-0.008	0.002	0.002	0.608	0.71	0.894	0.979	0.979	-0.011	-0.017	-0.01	0.002	0.002	1	120991	18.11	22.827	Palearctic	0	DD	Data deficient
14816	Niviventer cremoriventer	Rodentia	0.181725951	-0.074051849	0	0.001	0.085	0.335	0.44	0	0	-0.013	-0.047	-0.058	0.265	0.282	0.346	0.596	0.658	-0.008	-0.004	0.034	-0.065	-0.106	1	1249827	25.621	26.777	Indomalayan	0	LC	Non-threatened
136699	Pseudochirulus larvatus	Diprotodontia	0.204597512	-0.018858011	0.018	0.033	0.183	0.424	0.472	-0.004	-0.005	-0.033	-0.039	-0.028	0.304	0.328	0.423	0.553	0.601	0.007	-0.001	-0.035	-0.027	-0.021	2	121805	15.648	153.607	Australasia	0	LC	Non-threatened
88109381	Anoura aequatoris	Chiroptera	0.369870002	-0.043524748	0.002	0.007	0.14	0.578	0.697	0	-0.001	-0.021	-0.054	-0.078	0.284	0.314	0.5	0.731	0.858	-0.009	-0.012	-0.04	-0.046	-0.064	2	531238	107.97	54.401	Neotropic	0	LC	Non-threatened
13563	Miniopterus fraterculus	Chiroptera	0.090238911	-0.024281003	0.001	0.002	0.049	0.237	0.33	0	0	-0.008	-0.03	-0.044	0.212	0.241	0.341	0.521	0.604	-0.009	-0.005	-0.009	0.023	0.006	9	1526049	155.09	88.682	Afrotropic	0	LC	Non-threatened
